curve_number,eqp_type,source,model,ref_cap,ref_cap_unit,full_eff,full_eff_unit,compressor_type,condenser_type,compressor_speed,sim_engine,min_plr,min_unloading,max_plr,out_var,type,ref_evap_fluid_flow,ref_cond_fluid_flow,ref_lwt,ref_ect,ref_lct,units,x_min,y_min,x_max,y_max,out_min,out_max,coeff1,coeff2,coeff3,coeff4,coeff5,coeff6,coeff7,coeff8,coeff9,coeff10
27,chiller,2,ect_lwt,307.0,ton,7.39,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.05,eir-f-plr,quad,0.03186,0.06416000000000001,5.5600000000000005,23.61,,si,0.2,0.0,1.05,,0.0,,0.17898409999999998,0.2976513,0.5243234999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,chiller,2,ect_lwt,307.0,ton,7.39,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.05,cap-f-t,bi_quad,0.03186,0.06416000000000001,5.5600000000000005,23.61,,si,5.5600000000000005,16.24,10.0,23.61,0.0,,0.43655829999999995,-0.03677215,-0.0027797810000000003,0.0606306,-0.002290704,0.005115883,0.0,0.0,0.0,0.0
28,chiller,2,ect_lwt,310.0,ton,7.57,cop,centrifugal,water,variable,energyplus,0.14,0.14,1.02,eir-f-t,bi_quad,0.06782,0.05142000000000001,6.67,22.78,,si,5.5600000000000005,12.78,10.0,23.89,0.0,,0.9241018999999999,-0.04961574,0.000129168,0.03299013,-0.000676948,0.001692815,0.0,0.0,0.0,0.0
28,chiller,2,ect_lwt,310.0,ton,7.57,cop,centrifugal,water,variable,energyplus,0.14,0.14,1.02,eir-f-plr,quad,0.06782,0.05142000000000001,6.67,22.78,,si,0.14,0.0,1.02,,0.0,,0.1431969,-0.49206859999999997,1.341333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,chiller,2,ect_lwt,310.0,ton,7.57,cop,centrifugal,water,variable,energyplus,0.14,0.14,1.02,cap-f-t,bi_quad,0.06782,0.05142000000000001,6.67,22.78,,si,5.5600000000000005,12.78,10.0,23.89,0.0,,0.6769027999999999,0.05711844,-0.0006072310000000001,0.01656541,-0.0008087830000000001,0.00023039,0.0,0.0,0.0,0.0
29,chiller,2,ect_lwt,314.0,ton,8.0,cop,centrifugal,water,constant,energyplus,0.08,0.08,1.03,eir-f-t,bi_quad,0.02423,0.03028,6.67,12.78,,si,6.67,12.78,12.22,23.89,0.0,,0.8655242,-0.00038083400000000003,-0.0013200500000000001,0.01137834,-4.1e-05,0.00065311,0.0,0.0,0.0,0.0
29,chiller,2,ect_lwt,314.0,ton,8.0,cop,centrifugal,water,constant,energyplus,0.08,0.08,1.03,eir-f-plr,quad,0.02423,0.03028,6.67,12.78,,si,0.08,0.0,1.03,,0.0,,0.309115,-0.01089639,0.7022967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,chiller,2,ect_lwt,314.0,ton,8.0,cop,centrifugal,water,constant,energyplus,0.08,0.08,1.03,cap-f-t,bi_quad,0.02423,0.03028,6.67,12.78,,si,6.67,12.78,12.22,23.89,0.0,,0.8210185,0.04386152,-0.0015218290000000002,-0.004314921,-0.0007251670000000001,0.001497681,0.0,0.0,0.0,0.0
30,chiller,2,ect_lwt,320.0,ton,7.92,cop,centrifugal,water,variable,energyplus,0.09,0.09,1.03,eir-f-t,bi_quad,0.03243,0.051730000000000005,6.11,12.78,,si,6.11,12.78,12.78,23.89,0.0,,0.6542285999999999,-0.02451604,0.0012535080000000002,0.042164770000000004,0.000140487,-0.00150878,0.0,0.0,0.0,0.0
30,chiller,2,ect_lwt,320.0,ton,7.92,cop,centrifugal,water,variable,energyplus,0.09,0.09,1.03,eir-f-plr,quad,0.03243,0.051730000000000005,6.11,12.78,,si,0.09,0.0,1.03,,0.0,,0.1147453,0.04231235,0.8419681,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,chiller,2,ect_lwt,320.0,ton,7.92,cop,centrifugal,water,variable,energyplus,0.09,0.09,1.03,cap-f-t,bi_quad,0.03243,0.051730000000000005,6.11,12.78,,si,6.11,12.78,12.78,23.89,0.0,,0.10342119999999999,0.0023270780000000002,-0.000911704,0.09104793,-0.002678967,0.002274649,0.0,0.0,0.0,0.0
31,chiller,2,ect_lwt,320.0,ton,4.89,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.01,eir-f-t,bi_quad,0.027760000000000003,0.026180000000000002,5.5600000000000005,23.89,,si,5.5600000000000005,15.56,10.0,23.89,0.0,,0.581058,-0.04344257,-0.000536911,0.028444050000000002,-0.000160939,0.000700435,0.0,0.0,0.0,0.0
31,chiller,2,ect_lwt,320.0,ton,4.89,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.01,eir-f-plr,quad,0.027760000000000003,0.026180000000000002,5.5600000000000005,23.89,,si,0.1,0.0,1.01,,0.0,,0.18071979999999999,-0.1469686,0.9658416999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,chiller,2,ect_lwt,320.0,ton,4.89,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.01,cap-f-t,bi_quad,0.027760000000000003,0.026180000000000002,5.5600000000000005,23.89,,si,5.5600000000000005,15.56,10.0,23.89,0.0,,0.6151549,-0.0118125,-0.00149163,0.033266250000000004,-0.0009314999999999999,0.001771875,0.0,0.0,0.0,0.0
32,chiller,2,ect_lwt,321.0,ton,7.19,cop,centrifugal,water,constant,energyplus,0.15,0.15,1.06,eir-f-t,bi_quad,0.027760000000000003,0.05142000000000001,5.5600000000000005,23.89,,si,5.5600000000000005,15.56,10.0,23.89,0.0,,0.3742142,-0.05536709,-0.0008199660000000001,0.04655032,-0.000731259,0.001887184,0.0,0.0,0.0,0.0
32,chiller,2,ect_lwt,321.0,ton,7.19,cop,centrifugal,water,constant,energyplus,0.15,0.15,1.06,eir-f-plr,quad,0.027760000000000003,0.05142000000000001,5.5600000000000005,23.89,,si,0.15,0.0,1.06,,0.0,,0.16938409999999998,0.2475201,0.5836059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,chiller,2,ect_lwt,321.0,ton,7.19,cop,centrifugal,water,constant,energyplus,0.15,0.15,1.06,cap-f-t,bi_quad,0.027760000000000003,0.05142000000000001,5.5600000000000005,23.89,,si,5.5600000000000005,15.56,10.0,23.89,0.0,,0.3922479,-0.043884110000000004,-0.002748665,0.06894954,-0.0025637380000000003,0.005420187,0.0,0.0,0.0,0.0
33,chiller,2,ect_lwt,325.0,ton,6.57,cop,centrifugal,water,variable,energyplus,0.2,0.2,1.03,eir-f-t,bi_quad,0.02593,0.05142000000000001,10.0,26.67,,si,7.22,12.78,12.78,26.67,0.0,,0.947558,-0.01187942,8.800000000000001e-05,0.000225078,0.000181578,0.000217841,0.0,0.0,0.0,0.0
33,chiller,2,ect_lwt,325.0,ton,6.57,cop,centrifugal,water,variable,energyplus,0.2,0.2,1.03,eir-f-plr,quad,0.02593,0.05142000000000001,10.0,26.67,,si,0.2,0.0,1.03,,0.0,,0.14088219999999999,-0.1578153,1.014316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,chiller,2,ect_lwt,325.0,ton,6.57,cop,centrifugal,water,variable,energyplus,0.2,0.2,1.03,cap-f-t,bi_quad,0.02593,0.05142000000000001,10.0,26.67,,si,7.22,12.78,12.78,26.67,0.0,,0.7939537999999999,0.040964930000000004,-0.0014193970000000002,-0.0016398130000000002,-0.00052205,0.001348786,0.0,0.0,0.0,0.0
34,chiller,2,ect_lwt,329.0,ton,5.62,cop,centrifugal,water,variable,energyplus,0.19,0.19,1.01,eir-f-t,bi_quad,0.028010000000000004,0.03186,5.5600000000000005,21.11,,si,5.5600000000000005,11.25,10.0,23.89,0.0,,1.075567,-0.03893571,0.001082499,-0.005782829000000001,0.000657449,-0.0005302890000000001,0.0,0.0,0.0,0.0
34,chiller,2,ect_lwt,329.0,ton,5.62,cop,centrifugal,water,variable,energyplus,0.19,0.19,1.01,eir-f-plr,quad,0.028010000000000004,0.03186,5.5600000000000005,21.11,,si,0.19,0.0,1.01,,0.0,,0.1608589,-0.2058215,1.043133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,chiller,2,ect_lwt,329.0,ton,5.62,cop,centrifugal,water,variable,energyplus,0.19,0.19,1.01,cap-f-t,bi_quad,0.028010000000000004,0.03186,5.5600000000000005,21.11,,si,5.5600000000000005,11.25,10.0,23.89,0.0,,1.076248,0.005436724,-0.00038933,-0.00435331,-0.000240203,0.000840908,0.0,0.0,0.0,0.0
35,chiller,2,ect_lwt,340.0,ton,6.5,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.03,eir-f-t,bi_quad,0.034260000000000006,0.04252,7.22,23.89,,si,6.67,12.78,12.22,23.89,0.0,,0.9514431999999999,-0.022521470000000002,-1.0600000000000002e-05,-0.000138319,0.000391464,8.130000000000001e-05,0.0,0.0,0.0,0.0
35,chiller,2,ect_lwt,340.0,ton,6.5,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.03,eir-f-plr,quad,0.034260000000000006,0.04252,7.22,23.89,,si,0.2,0.0,1.03,,0.0,,0.2724491,0.27103689999999997,0.45523559999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,chiller,2,ect_lwt,340.0,ton,6.5,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.03,cap-f-t,bi_quad,0.034260000000000006,0.04252,7.22,23.89,,si,6.67,12.78,12.22,23.89,0.0,,1.126801,-0.004220591,-0.0020029640000000003,0.00736088,-0.00115689,0.0030648750000000003,0.0,0.0,0.0,0.0
36,chiller,2,ect_lwt,345.0,ton,7.78,cop,centrifugal,water,constant,energyplus,0.17,0.17,1.02,eir-f-t,bi_quad,0.03243,0.04782,6.11,12.78,,si,6.11,12.78,12.78,23.89,0.0,,1.002142,-0.02505239,0.0005169710000000001,0.006321862,0.000511681,-0.00047942400000000005,0.0,0.0,0.0,0.0
36,chiller,2,ect_lwt,345.0,ton,7.78,cop,centrifugal,water,constant,energyplus,0.17,0.17,1.02,eir-f-plr,quad,0.03243,0.04782,6.11,12.78,,si,0.17,0.0,1.02,,0.0,,0.2847744,0.4027863,0.3114896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,chiller,2,ect_lwt,345.0,ton,7.78,cop,centrifugal,water,constant,energyplus,0.17,0.17,1.02,cap-f-t,bi_quad,0.03243,0.04782,6.11,12.78,,si,6.11,12.78,12.78,23.89,0.0,,0.9070437,-0.007437456,-0.0009695330000000001,0.01529092,-0.0010696640000000001,0.0019945830000000003,0.0,0.0,0.0,0.0
37,chiller,2,ect_lwt,350.0,ton,6.18,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.02,eir-f-t,bi_quad,0.03533,0.0511,5.5600000000000005,22.78,,si,5.5600000000000005,12.78,8.89,23.89,0.0,,0.8067591,0.01868314,-0.005569088000000001,-0.0043091480000000005,0.000137303,0.002394081,0.0,0.0,0.0,0.0
37,chiller,2,ect_lwt,350.0,ton,6.18,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.02,eir-f-plr,quad,0.03533,0.0511,5.5600000000000005,22.78,,si,0.1,0.0,1.02,,0.0,,0.2117054,0.4263662,0.3614654,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,chiller,2,ect_lwt,350.0,ton,6.18,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.02,cap-f-t,bi_quad,0.03533,0.0511,5.5600000000000005,22.78,,si,5.5600000000000005,12.78,8.89,23.89,0.0,,1.152795,0.09770474,-0.006719705,-0.02123401,-0.00036419999999999996,0.001473439,0.0,0.0,0.0,0.0
38,chiller,2,ect_lwt,351.0,ton,5.39,cop,centrifugal,water,variable,energyplus,0.19,0.19,1.02,eir-f-t,bi_quad,0.02593,0.038610000000000005,8.89,26.67,,si,7.22,12.78,12.78,26.67,0.0,,0.3771659,0.1144965,-0.008186893,-0.003372584,0.000168944,0.001008523,0.0,0.0,0.0,0.0
38,chiller,2,ect_lwt,351.0,ton,5.39,cop,centrifugal,water,variable,energyplus,0.19,0.19,1.02,eir-f-plr,quad,0.02593,0.038610000000000005,8.89,26.67,,si,0.19,0.0,1.02,,0.0,,0.14956809999999998,-0.1449639,0.994107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,chiller,2,ect_lwt,351.0,ton,5.39,cop,centrifugal,water,variable,energyplus,0.19,0.19,1.02,cap-f-t,bi_quad,0.02593,0.038610000000000005,8.89,26.67,,si,7.22,12.78,12.78,26.67,0.0,,0.5905815,0.1190927,-0.006727309000000001,-0.009580836,-0.00030347,0.001540686,0.0,0.0,0.0,0.0
39,chiller,2,ect_lwt,358.0,ton,6.26,cop,centrifugal,water,constant,energyplus,0.18,0.18,1.03,eir-f-t,bi_quad,0.02593,0.03823,8.89,26.67,,si,7.22,12.78,12.78,26.67,0.0,,0.7582034999999999,0.006896017000000001,-0.001491911,0.002249459,0.00039087000000000003,-0.000173527,0.0,0.0,0.0,0.0
39,chiller,2,ect_lwt,358.0,ton,6.26,cop,centrifugal,water,constant,energyplus,0.18,0.18,1.03,eir-f-plr,quad,0.02593,0.03823,8.89,26.67,,si,0.18,0.0,1.03,,0.0,,0.2226232,0.5199282,0.257847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,chiller,2,ect_lwt,358.0,ton,6.26,cop,centrifugal,water,constant,energyplus,0.18,0.18,1.03,cap-f-t,bi_quad,0.02593,0.03823,8.89,26.67,,si,7.22,12.78,12.78,26.67,0.0,,1.082071,0.03200888,-0.00399478,-0.005789604,-0.000823894,0.002933539,0.0,0.0,0.0,0.0
40,chiller,2,ect_lwt,358.0,ton,6.45,cop,centrifugal,water,constant,energyplus,0.18,0.18,1.02,eir-f-t,bi_quad,0.026310000000000004,0.06246000000000001,8.89,26.67,,si,7.22,12.78,12.78,26.67,0.0,,0.8991536,0.006305932,-0.000375637,-0.01952076,0.001381302,-0.0016150040000000002,0.0,0.0,0.0,0.0
40,chiller,2,ect_lwt,358.0,ton,6.45,cop,centrifugal,water,constant,energyplus,0.18,0.18,1.02,eir-f-plr,quad,0.026310000000000004,0.06246000000000001,8.89,26.67,,si,0.18,0.0,1.02,,0.0,,0.1014593,0.6216537,0.27802129999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,chiller,2,ect_lwt,358.0,ton,6.45,cop,centrifugal,water,constant,energyplus,0.18,0.18,1.02,cap-f-t,bi_quad,0.026310000000000004,0.06246000000000001,8.89,26.67,,si,7.22,12.78,12.78,26.67,0.0,,0.9609200000000001,0.07223733,-0.0016934710000000002,0.002543722,-0.0006415570000000001,-0.000302854,0.0,0.0,0.0,0.0
41,chiller,2,ect_lwt,360.0,ton,4.39,cop,centrifugal,water,constant,energyplus,0.11,0.11,1.05,eir-f-t,bi_quad,0.03533,0.057730000000000004,5.5600000000000005,35.0,,si,5.5600000000000005,12.78,8.89,35.0,0.0,,0.08284925,0.04206167,-0.005254555,0.01964407,0.000107065,0.00022982400000000003,0.0,0.0,0.0,0.0
41,chiller,2,ect_lwt,360.0,ton,4.39,cop,centrifugal,water,constant,energyplus,0.11,0.11,1.05,eir-f-plr,quad,0.03533,0.057730000000000004,5.5600000000000005,35.0,,si,0.11,0.0,1.05,,0.0,,0.7326942,-0.7962526999999999,1.059148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,chiller,2,ect_lwt,360.0,ton,4.39,cop,centrifugal,water,constant,energyplus,0.11,0.11,1.05,cap-f-t,bi_quad,0.03533,0.057730000000000004,5.5600000000000005,35.0,,si,5.5600000000000005,12.78,8.89,35.0,0.0,,0.1285663,-0.028600320000000002,-0.0013693190000000001,0.06676366,-0.0015106470000000002,0.002947167,0.0,0.0,0.0,0.0
42,chiller,2,ect_lwt,365.0,ton,6.2,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.02,eir-f-t,bi_quad,0.036840000000000005,0.05337000000000001,5.5600000000000005,22.78,,si,5.5600000000000005,12.78,8.89,23.89,0.0,,0.7815645,-0.02448971,0.00164437,0.00556458,0.000580043,-0.001086993,0.0,0.0,0.0,0.0
42,chiller,2,ect_lwt,365.0,ton,6.2,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.02,eir-f-plr,quad,0.036840000000000005,0.05337000000000001,5.5600000000000005,22.78,,si,0.2,0.0,1.02,,0.0,,0.2324812,0.7690691,-0.0006532220000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,chiller,2,ect_lwt,365.0,ton,6.2,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.02,cap-f-t,bi_quad,0.036840000000000005,0.05337000000000001,5.5600000000000005,22.78,,si,5.5600000000000005,12.78,8.89,23.89,0.0,,1.119245,-0.01524417,-0.001074186,-0.001260169,-0.000438024,0.002027779,0.0,0.0,0.0,0.0
43,chiller,2,ect_lwt,368.0,ton,7.61,cop,centrifugal,water,constant,energyplus,0.16,0.16,1.02,eir-f-t,bi_quad,0.03243,0.04732,6.11,12.78,,si,6.11,12.78,12.78,23.89,0.0,,1.085249,-0.0009441250000000001,-0.0025050999999999997,-0.008724367,0.000416478,0.000847375,0.0,0.0,0.0,0.0
43,chiller,2,ect_lwt,368.0,ton,7.61,cop,centrifugal,water,constant,energyplus,0.16,0.16,1.02,eir-f-plr,quad,0.03243,0.04732,6.11,12.78,,si,0.16,0.0,1.02,,0.0,,0.09344563,0.3993002,0.5087169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,chiller,2,ect_lwt,368.0,ton,7.61,cop,centrifugal,water,constant,energyplus,0.16,0.16,1.02,cap-f-t,bi_quad,0.03243,0.04732,6.11,12.78,,si,6.11,12.78,12.78,23.89,0.0,,0.9274222,0.01278683,-0.00162188,0.002816339,-0.000765811,0.0018819680000000001,0.0,0.0,0.0,0.0
44,chiller,2,ect_lwt,378.0,ton,5.38,cop,centrifugal,water,constant,energyplus,0.29,0.29,1.05,eir-f-t,bi_quad,0.04732,0.07098,6.11,29.44,,si,6.11,21.11,10.0,29.44,0.0,,0.8074051999999999,0.03355495,-0.001549617,-0.007142554000000001,0.0005056360000000001,-0.000754779,0.0,0.0,0.0,0.0
44,chiller,2,ect_lwt,378.0,ton,5.38,cop,centrifugal,water,constant,energyplus,0.29,0.29,1.05,eir-f-plr,quad,0.04732,0.07098,6.11,29.44,,si,0.29,0.0,1.05,,0.0,,0.040797770000000004,1.174456,-0.2212711,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,chiller,2,ect_lwt,378.0,ton,5.38,cop,centrifugal,water,constant,energyplus,0.29,0.29,1.05,cap-f-t,bi_quad,0.04732,0.07098,6.11,29.44,,si,6.11,21.11,10.0,29.44,0.0,,0.5339754,0.1016009,-0.0039795920000000005,0.01261254,-0.00046666700000000004,-8.35e-05,0.0,0.0,0.0,0.0
45,chiller,2,ect_lwt,384.0,ton,7.9,cop,centrifugal,water,variable,energyplus,0.19,0.19,1.02,eir-f-t,bi_quad,0.036840000000000005,0.05337000000000001,5.5600000000000005,12.78,,si,5.5600000000000005,12.78,8.89,23.89,0.0,,0.9953536,-0.031188630000000002,0.002094171,0.007086716000000001,0.000738708,-0.00138433,0.0,0.0,0.0,0.0
45,chiller,2,ect_lwt,384.0,ton,7.9,cop,centrifugal,water,variable,energyplus,0.19,0.19,1.02,eir-f-plr,quad,0.036840000000000005,0.05337000000000001,5.5600000000000005,12.78,,si,0.19,0.0,1.02,,0.0,,0.3336374,-0.4098166,1.077791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,chiller,2,ect_lwt,384.0,ton,7.9,cop,centrifugal,water,variable,energyplus,0.19,0.19,1.02,cap-f-t,bi_quad,0.036840000000000005,0.05337000000000001,5.5600000000000005,12.78,,si,5.5600000000000005,12.78,8.89,23.89,0.0,,1.063866,-0.0144899,-0.0010210360000000001,-0.0011978170000000001,-0.000416351,0.0019274460000000002,0.0,0.0,0.0,0.0
46,chiller,2,ect_lwt,389.0,ton,7.35,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.03,eir-f-t,bi_quad,0.05047,0.07571,5.5600000000000005,23.89,,si,4.44,12.78,8.89,29.44,0.0,,0.3227543,-0.01415418,-0.00509065,0.04606511,-0.0008769580000000001,0.002600343,0.0,0.0,0.0,0.0
46,chiller,2,ect_lwt,389.0,ton,7.35,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.03,eir-f-plr,quad,0.05047,0.07571,5.5600000000000005,23.89,,si,0.1,0.0,1.03,,0.0,,0.09483562,0.15211139999999998,0.7543027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,chiller,2,ect_lwt,389.0,ton,7.35,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.03,cap-f-t,bi_quad,0.05047,0.07571,5.5600000000000005,23.89,,si,4.44,12.78,8.89,29.44,0.0,,0.38321839999999996,-0.03265439,-0.003392654,0.0858018,-0.003513013,0.00652844,0.0,0.0,0.0,0.0
47,chiller,2,ect_lwt,390.0,ton,7.49,cop,centrifugal,water,constant,energyplus,0.41000000000000003,0.41000000000000003,1.07,eir-f-t,bi_quad,0.05047,0.07571,5.5600000000000005,23.89,,si,4.44,12.78,8.89,29.44,0.0,,0.9123764999999999,0.01616509,0.001906349,-0.01143164,0.001080775,-0.002873661,0.0,0.0,0.0,0.0
47,chiller,2,ect_lwt,390.0,ton,7.49,cop,centrifugal,water,constant,energyplus,0.41000000000000003,0.41000000000000003,1.07,eir-f-plr,quad,0.05047,0.07571,5.5600000000000005,23.89,,si,0.41000000000000003,0.0,1.07,,0.0,,0.05154478,0.9635712999999999,-0.01896824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,chiller,2,ect_lwt,390.0,ton,7.49,cop,centrifugal,water,constant,energyplus,0.41000000000000003,0.41000000000000003,1.07,cap-f-t,bi_quad,0.05047,0.07571,5.5600000000000005,23.89,,si,4.44,12.78,8.89,29.44,0.0,,0.5993784,0.0652338,-0.007714286000000001,0.03114955,-0.001843989,0.004096552,0.0,0.0,0.0,0.0
48,chiller,2,ect_lwt,397.0,ton,7.35,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.03,eir-f-t,bi_quad,0.05047,0.07571,5.5600000000000005,23.89,,si,4.44,12.78,8.89,29.44,0.0,,0.52075,-0.009073869,-0.000181217,0.0256874,4.26e-05,-0.000589924,0.0,0.0,0.0,0.0
48,chiller,2,ect_lwt,397.0,ton,7.35,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.03,eir-f-plr,quad,0.05047,0.07571,5.5600000000000005,23.89,,si,0.1,0.0,1.03,,0.0,,0.3043032,0.03720107,0.6590338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,chiller,2,ect_lwt,397.0,ton,7.35,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.03,cap-f-t,bi_quad,0.05047,0.07571,5.5600000000000005,23.89,,si,4.44,12.78,8.89,29.44,0.0,,0.5167863,-0.02788454,-0.000949781,0.06693411,-0.00272843,0.004723123,0.0,0.0,0.0,0.0
49,chiller,2,ect_lwt,399.0,ton,7.09,cop,centrifugal,water,variable,energyplus,0.17,0.17,1.03,eir-f-t,bi_quad,0.034260000000000006,0.04252,6.67,12.78,,si,6.67,12.78,12.22,23.89,0.0,,1.098641,-0.0248588,-6.240000000000001e-05,-0.0017194880000000001,0.0004887320000000001,9.62e-05,0.0,0.0,0.0,0.0
49,chiller,2,ect_lwt,399.0,ton,7.09,cop,centrifugal,water,variable,energyplus,0.17,0.17,1.03,eir-f-plr,quad,0.034260000000000006,0.04252,6.67,12.78,,si,0.17,0.0,1.03,,0.0,,0.08788698,0.2678891,0.6445179999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,chiller,2,ect_lwt,399.0,ton,7.09,cop,centrifugal,water,variable,energyplus,0.17,0.17,1.03,cap-f-t,bi_quad,0.034260000000000006,0.04252,6.67,12.78,,si,6.67,12.78,12.22,23.89,0.0,,0.9601814,-0.0035964940000000004,-0.001706786,0.006272429,-0.000985821,0.002611673,0.0,0.0,0.0,0.0
50,chiller,2,ect_lwt,399.0,ton,6.94,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.1,eir-f-t,bi_quad,0.05047,0.05047,5.5600000000000005,23.89,,si,4.44,12.78,8.89,29.44,0.0,,0.3983846,0.02396665,-0.0066018710000000005,0.02944077,-0.00045708900000000004,0.001873209,0.0,0.0,0.0,0.0
50,chiller,2,ect_lwt,399.0,ton,6.94,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.1,eir-f-plr,quad,0.05047,0.05047,5.5600000000000005,23.89,,si,0.1,0.0,1.1,,0.0,,0.03272242,0.387354,0.5789579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,chiller,2,ect_lwt,399.0,ton,6.94,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.1,cap-f-t,bi_quad,0.05047,0.05047,5.5600000000000005,23.89,,si,4.44,12.78,8.89,29.44,0.0,,-0.03447077,0.1273138,-0.009716868,0.08863546,-0.0031659580000000004,0.0025213510000000002,0.0,0.0,0.0,0.0
51,chiller,2,ect_lwt,400.0,ton,7.14,cop,centrifugal,water,variable,energyplus,0.30000000000000004,0.30000000000000004,1.06,eir-f-t,bi_quad,0.05047,0.07571,5.5600000000000005,23.89,,si,4.44,12.78,8.89,29.44,0.0,,0.5674857999999999,0.04461513,-0.006341978000000001,0.004674972,0.00043873,0.00027781,0.0,0.0,0.0,0.0
51,chiller,2,ect_lwt,400.0,ton,7.14,cop,centrifugal,water,variable,energyplus,0.30000000000000004,0.30000000000000004,1.06,eir-f-plr,quad,0.05047,0.07571,5.5600000000000005,23.89,,si,0.30000000000000004,0.0,1.06,,0.0,,0.05963988,0.35030669999999997,0.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,chiller,2,ect_lwt,400.0,ton,7.14,cop,centrifugal,water,variable,energyplus,0.30000000000000004,0.30000000000000004,1.06,cap-f-t,bi_quad,0.05047,0.07571,5.5600000000000005,23.89,,si,4.44,12.78,8.89,29.44,0.0,,0.4521342,0.005248142,-0.006687636,0.05869437,-0.002390647,0.005040171,0.0,0.0,0.0,0.0
52,chiller,2,ect_lwt,400.0,ton,6.6,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.04,eir-f-t,bi_quad,0.040380000000000006,0.05804,5.5600000000000005,22.78,,si,5.5600000000000005,12.78,8.89,23.89,0.0,,0.7929708999999999,0.03424884,-0.0055674340000000004,-0.006974667,0.00025311400000000003,0.001862577,0.0,0.0,0.0,0.0
52,chiller,2,ect_lwt,400.0,ton,6.6,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.04,eir-f-plr,quad,0.040380000000000006,0.05804,5.5600000000000005,22.78,,si,0.1,0.0,1.04,,0.0,,0.07700603,0.5414789,0.38263339999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,chiller,2,ect_lwt,400.0,ton,6.6,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.04,cap-f-t,bi_quad,0.040380000000000006,0.05804,5.5600000000000005,22.78,,si,5.5600000000000005,12.78,8.89,23.89,0.0,,1.191784,0.02070584,-0.004952378,0.01757508,-0.002487599,0.005934709000000001,0.0,0.0,0.0,0.0
53,chiller,2,ect_lwt,400.0,ton,6.04,cop,centrifugal,water,variable,energyplus,0.2,0.2,1.04,eir-f-t,bi_quad,0.060570000000000006,0.07571,6.67,29.44,,si,4.44,12.78,10.0,32.22,0.0,,1.02634,-0.01612819,-0.001092591,-0.01784393,0.000796184,-9.59e-05,0.0,0.0,0.0,0.0
53,chiller,2,ect_lwt,400.0,ton,6.04,cop,centrifugal,water,variable,energyplus,0.2,0.2,1.04,eir-f-plr,quad,0.060570000000000006,0.07571,6.67,29.44,,si,0.2,0.0,1.04,,0.0,,0.118888,0.6723542,0.2068754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
